name,symbol,description,sector
CONSTELLATION SOFTWARE INC,CSU,"Constellation Software, Inc. is a holding company, which acquires, manages and builds vertical market software businesses. It operates through the following segments: Public and Private Sector. The Public Sector segment focuses on government and government related customers. The Private Sector segment includes business units focused on commercial customers. The company was founded by Mark Henri Leonard and James D. Foy on August 23, 1995 and is headquartered in Toronto, Canada.",Information Technology
WALGREENS BOOTS ALLIANCE INC,WBA,"Walgreens Boots Alliance, Inc. engages in the provision of healthcare and retail pharmacy services. It operates through the following segments: United States Retail Pharmacy, International, and United States Healthcare. The US Retail Pharmacy segment includes the operation of retail drugstores, health and wellness services, specialty and home delivery pharmacy services, and equity method investment. The International segment offers pharmacy-led health and beauty retail businesses outside the US and the pharmaceutical wholesaling and distribution business in Germany. The US Healthcare segment delivers improved health outcomes and lower costs for payors and providers through owned and partnered assets. The company was founded by Charles R. Walgreen and John Boot in 1909 and is headquartered in Deerfield, IL.",Consumer Staples
FACTSET RESEARCH SYSTEMS INC,FDS,"FactSet Research Systems Inc. (the ""Company"" or ""FactSet"") is a global financial digital platform and enterprise solutions provider with open and flexible technologies that aims to supercharge financial intelligence. Since inception, global financial professionals have utilized the company's content and multi-asset class solutions across each stage of the investment process. FactSet's goal is to provide a seamless user experience spanning idea generation, research, portfolio construction, trade execution, performance measurement, risk management, reporting, and portfolio analysis, in which the company serves the front, middle, and back offices to drive productivity and improved performance. FactSet's flexible, open data and technology solutions can be implemented both across the investment portfolio lifecycle or as standalone components serving different workflows in the organization. FactSet is focused on growing the business throughout each of its three segments, the Americas, EMEA (formerly known as Europe), and Asia Pacific. FactSet revised its internal organization within each segment to offer data, products and analytical applications by firm type: Institutional Buyside, Dealmakers, Wealth, and Partnerships and CGS. The company believes organization by firm type better aligns with its clients, the long-term view of its business and commitment to investing for growth and efficiency. FactSet currently serves financial professionals, which include portfolio managers, investment research professionals, investment bankers, risk and performance analysts, wealth advisors and corporate clients. FactSet provides both insights on global market trends and intelligence on companies and industries, as well as capabilities to monitor portfolio risk and performance and to execute trades. The company combines dedicated client service with open and flexible technology offerings, such as a configurable desktop and mobile platform, comprehensive data feeds, an open marketplace and digital portals and application programming interfaces (""APIs""). The company’s revenue is primarily derived from subscriptions to products and services such as workstations, analytics, enterprise data, and research management. FactSet Research Systems was founded by Howard E. Wille and Charles J. Snyder in September 1978 and is headquartered in Norwalk, CT.",Financials
TRANE TECHNOLOGIES PLC,TT,"Trane Technologies Plc engages in providing solutions to buildings, homes, and transportation. It operates through the following business segments: Americas, EMEA, and Asia Pacific. The Americas segment encompasses commercial heating and cooling systems, building controls, and energy services and solutions, residential heating and cooling, and transport refrigeration systems, and solutions in North America and Latin America regions. The EMEA segment includes heating and cooling systems, services and solutions for commercial buildings, and transport refrigeration systems and solutions in Europe, Middle East, and Africa regions. The Asia Pacific segment is involved in heating and cooling systems, services and solutions for commercial buildings and transport refrigeration systems and solutions in Asia Pacific region. The company was founded in 1871 and is headquartered in Swords, Ireland.",Industrials
HALF ROBERT INC,RHI,"Robert Half, Inc. engages in the provision of talent solutions and business consulting services. It operates through the following segments: Contract Talent Solutions, Permanent Placement Talent Solutions, and Protiviti. The Contract Talent Solutions segment refers to the fields of finance and accounting, technology, marketing and creative, legal, and administrative and customer support. The Permanent Placement Talent Solutions segment focuses on accounting, finance, tax, and accounting operations personnel. The Protiviti segment solves problems in finance, technology, operations, data, digital, legal, human resources, governance, risk, and internal audit. The company was founded by Robert Half in 1948 and is headquartered in Menlo Park, CA.",Industrials
EPR PROPERTIES,EPR,"EPR Properties operates as a real estate investment trust. The firm engages in the development, finance and leasing of theaters, entertainment retail and family entertainment centers. It operates through the following segments: Experiential and Education. The Experiential segment includes investments in megaplex theaters, entertainment retail centers, family entertainment centers and other retail parcels. The Education segment consists of investments in public charter schools. The company was founded by Peter C. Brown on August 22, 1997 and is headquartered in Kansas City, MO.",Real Estate
ASTRAZENECA PLC,AZN,"AstraZeneca Plc is a holding company, which engages in the research, development, manufacture, and commercialization of prescription medicines. The company was founded on June 17, 1992 and is headquartered in Cambridge, the United Kingdom.",Health Care
PATRIA INVESTMENTS LTD,PAX,"Patria Investments Ltd. engages in the provision of asset management. Its businesses include private equity, infrastructure, real estate, and credit. The company was founded in 2001 and is headquartered in George Town, Cayman Islands.",Financials
OKTA INC,OKTA,"Okta, Inc. engages in the provision of an identity management platform for enterprises. It operates through the United States and International geographical segments. The firm's products include single sign-on, multi-factor authentication, access gateway, API access management, authentication, adaptive MFA and lifecycle management. The company was founded by Todd McKinnon and J. Frederic Kerrest in 2009 and is headquartered in San Francisco, CA.",Information Technology
LANTHEUS HOLDINGS INC,LNTH,"Lantheus Holdings, Inc. engages in the provision of diagnostic imaging and nuclear medicine products. The firm develops products that help healthcare professionals in patient management and outcomes and assists clinicians with the detection of cardiovascular disease. It operates through the U.S. and International geographical segments. The U.S. segment produces and markets products, radiopharmacies, PMFs, integrated delivery networks, hospitals, clinics, and group practices throughout the United States. The International segment offers direct distribution in Canada and third-party distribution relationships in Europe, Canada, Australia, Asia-Pacific, Central America, and South America. The company was founded in 1956 and is headquartered in Bedford, MA.",Health Care
VIPER ENERGY INC,VNOM,"Viper Energy, Inc. engages in the acquisition of oil and natural gas properties. It owns, acquires, and exploits oil and natural gas properties in North America. The company was founded on February 27, 2014 and is headquartered in Midland, TX.",Energy
BROADSTONE NET LEASE INC,BNL,"Broadstone Net Lease, Inc. is an internally-managed real estate investment trust, which engages in the investment, ownership, and management of single-tenant commercial real estate properties. The company was founded on October 18, 2007 and is headquartered in Victor, NY.",Real Estate
INTERACTIVE BROKERS GROUP INC,IBKR,"Interactive Brokers Group, Inc. is an investment holding company, which engages in broker or dealer and proprietary trading businesses. It offers custody and service accounts for hedge and mutual funds, exchange-traded funds, registered investment advisors, proprietary trading groups, introducing brokers, and individual investors. The company was founded by Thomas Pechy Peterffy in 1977 and is headquartered in Greenwich, CT.",Financials
HSBC HOLDINGS PLC,HSBC,"HSBC Holdings Plc engages in the provision of banking and financial services. It operates through the following business segments: Retail Banking and Wealth Management, Commercial Banking, Global Banking and Markets, Global Private Banking, and Corporate Centre. The Retail Banking and Wealth Management segment consists of retail banking, wealth management, asset management, and insurance. The Commercial Banking segment offers banking products and services. The Global Banking and Markets segment includes transaction banking, financing, advisory, capital markets, and risk management services. The Global Private Banking offers transaction banking, financing, advisory, capital markets and risk management services to high-net-worth individuals and families. The Corporate Centre segment is involved in central treasury, including balance sheet management, other legacy businesses, interests in associates and joint ventures, central stewardship costs, and the UK bank levy. The company was founded on January 1, 1959 and is headquartered in London, the United Kingdom.",Financials
ICON PLC,ICLR,"ICON plc operates as a clinical research organization, which engages in the provision of outsourced development services to the pharmaceutical, biotechnology, and medical device industries. It specializes in the development, management and analysis of programs that support clinical development. It operates through the following geographical segments: Ireland, Rest of Europe, U.S. and Other. The company was founded by John Climax and Ronan Lambe in June 1990 and is headquartered in Dublin, Ireland.",Health Care
T MOBILE US INC,TMUS,"T-Mobile US, Inc. engages in the provision of wireless communications services under the T-Mobile and MetroPCS brands. It offers postpaid and prepaid wireless voice, messaging and data services, and wholesale wireless services. The company was founded in 1994 and is headquartered in Bellevue, WA.",Communication Services
CONSOLIDATED EDISON INC,ED,"Consolidated Edison, Inc. is a holding company, which engages in the business of regulated electric, gas, and steam delivery. It operates through the following segments: Consolidated Edison Company of New York (CECONY), Orange and Rockland Utilities(O&R), and Con Edison Transmission. The CECONY segment is involved in the regulated electric, gas, and steam utility businesses. The O&R segment covers regulated electric and gas utility delivery businesses. The Con Edison Transmission segment invests in electric and gas transmission projects. The company was founded in 1823 and is headquartered in New York, NY.",Utilities
POOL CORP,POOL,"Pool Corp. engages in the wholesale distribution of swimming pool supplies, equipment, and related leisure products. It also offers non-discretionary pool maintenance products such as chemicals and replacement parts, discretionary products like packaged pool kits, whole goods, irrigation, and landscape products, including a complete line of commercial and residential irrigation products and parts, power equipment for the professional landscape market, specialty products such as outdoor lighting, grills, and outdoor kitchen components, and golf irrigation and water management products. The company was founded in 1993 and is headquartered in Covington, LA.",Consumer Discretionary
COHERENT CORP,COHR,"Coherent Corp. engages in the development, refinement, manufacturing, and marketing of engineered materials, opto-electronic components and devices, and lasers for use in the industrial, communications, electronics, and instrumentation markets. It operates through the following segments: Networking, Materials, and Lasers. The Networking segment leverages compound semiconductor technology platforms and deep knowledge of end-user applications. The Materials segment markets engineered materials and optoelectronic devices. The Lasers segment serves industrial customers in semiconductor capital equipment, display capital equipment, precision manufacturing, and aerospace and defense, as well as instrumentation customers in life sciences and scientific research. The company was founded by Carl J. Johnson in 1971 and is headquartered in Saxonburg, PA.",Information Technology
CAMECO CORP,CCJ,"Cameco Corp. engages in the provision of uranium. It operates through the Uranium and Fuel Services segments. The Uranium segment is involved in the exploration for, mining, milling, purchase, and sale of uranium concentrate. The Fuel Services segment deals with the refining, conversion, and fabrication of uranium concentrate and the purchase and sale of conversion services. The company was founded in 1988 and is headquartered in Saskatoon, Canada.",Energy
PDD HOLDINGS INC,PDD,"PDD Holdings, Inc. is a multinational commerce group that owns and operates a portfolio of businesses. The company aims to bring more businesses and people into the digital economy so that local communities and small businesses can benefit from increased productivity and new opportunities. It has built a network of sourcing, logistics, and fulfillment capabilities, that support its underlying businesses. PDD Holdings was founded by Hua Lin Cai and Zheng Huang in 2015 and is headquartered in Dublin, Ireland.",Consumer Discretionary
TOTALENERGIES SE,TTE,"TotalEnergies SE is a global integrated energy company, which engages in the production of oil and biofuels, natural gas and green gases, renewables and electricity. It operates through the following business segments: Exploration & Production, Integrated LNG, Integrated Power, Refining & Chemicals, and Marketing & Services. The Exploration & Production segment encompasses oil and natural gas exploration and production activities. The Integrated LNG segment includes the integrated gas chain (including upstream and midstream LNG activities) as well as biogas, hydrogen and gas trading activities. The Integrated Power segment involves in the generation, storage, electricity trading and B2B-B2C distribution of gas and electricity. The Refining & Chemicals segment engages in the activities of refining, petrochemicals and specialty chemicals. This segment also includes the activities of oil supply, trading and marine shipping. The Marketing & Services segment includes the global activities of supply and marketing in the field of petroleum products. The company was founded on March 28, 1924 and is headquartered in Courbevoie, France.",Energy
BOOZ ALLEN HAMILTON HOLDING CORP,BAH,"Booz Allen Hamilton Holding Corp. engages in the provision of management and technology consulting services. It offers analytics, digital solutions, engineering, and cyber expertise. The company was founded by Edwin Booz in 1914 and is headquartered in McLean, VA.",Industrials
MCCORMICK & CO INC,MKC,"McCormick & Co., Inc. engages in the manufacturing, marketing, and distribution of spices, seasoning mixes, condiments, and other flavorful products to retail outlets, food manufacturers, and foodservice businesses. It operates through the Consumer and Flavor Solutions segments. The Consumer segment sells spices, seasonings, condiments, and sauces. The Flavor Solutions segment includes seasoning blends, spices and herbs, condiments, coating systems, and compound flavors. The company was founded by Willoughby M. McCormick in 1889 and is headquartered in Baltimore, MD.",Consumer Staples
EQUIFAX INC,EFX,"Equifax, Inc. engages in the provision of information solutions and human resources business process outsourcing services. It operates through the following business segments: U.S. Information Solutions, Workforce Solutions and International. The U.S. Information Solutions segment includes consumer and commercial information services, mortgage loan origination information, financial marketing services, and identity management. The Workforce Solutions segment covers employment, income, and social security number verification services as well as complementary payroll-based transaction and employment tax management services. The International segment offers information, technology, and services to support debt collections and recovery management in Canada, Europe, Latin America and Asia Pacific. The company was founded by Cator Woolford and Guy Woolford in 1899 and is headquartered in Atlanta, GA.",Industrials
KITE REALTY GROUP TRUST,KRG,"Kite Realty Group Trust operates as a real estate investment trust. It engages in the ownership, operation, acquisition, development, and redevelopment of neighborhood and community shopping centers in selected markets in the United States. The company was founded on August 16, 2004 and is headquartered in Indianapolis, IN.",Real Estate
ALIMENTATION COUCHE TARD INC,ATD,"Alimentation Couche-Tard, Inc. engages in the operation of independent convenience stores. It sells goods for immediate consumption, road transportation fuel, and other products mainly through company-operated stores and franchises stores. It operates under Circle K, Ingo, Couche-Tara brands. The company was founded by Alain Bouchard, Jacques D’Amours, Richard Fortin, and Réal Plourde in 1980 and is headquartered in Laval, Canada.",Consumer Staples
SAP SE,SAP,"SAP SE engages in the provision of enterprise application software and software-related services. It operates through the following segments: Applications, Technology, and Support; Qualtrics; and Services. The Applications, Technology, and Services segment includes sale of software licenses, support offerings, and cloud subscriptions. The Qualtrics segment sells experience management cloud solutions. The Services segment offers professional services, premium support services, implementation services for software products, and education services on the use of products. The company was founded by Hasso Plattner, Klaus Tschira, Claus Wellenreuther, Dietmar Hopp, and Hans-Werner Hector on April 1, 1972 and is headquartered in Walldorf, Germany.",Information Technology
INGREDION INC,INGR,"Ingredion, Inc. engages in the development, production, and sale of food and beverage ingredients, primarily starches and sweeteners. The firm is involved in transforming corn, tapioca, potatoes, plant-based stevia, grains, fruits, gums, and vegetables into value-added ingredients and biomaterials for the food, beverage, brewing, and other industries. It operates through the following geographical segments: Texture & Healthful Solutions (T&HS), Food & Industrial Ingredients-Latin America (F&II-LATAM), Food & Industrial Ingredients-U.S./Canada (F&II-U.S./Canada), and All Other. The T&HS segment offers its solutions to the global market. The company was founded in 1906 and is headquartered in Westchester, IL.",Consumer Staples
PLAINS ALL AMERICAN PIPELINE LP,PAA,"Plains All American Pipeline LP engages in the operation of midstream energy infrastructure and provides logistics services for crude oil, natural gas liquids, and natural gas. It operates through the Crude Oil and Natural Gas Liquids (NGL) segments. The Crude Oil segment refers to the pipeline transportation, terminalling, storage, and gathering assets. The NGL segment produces basins and transportation corridors. The company was founded by Greg L. Armstrong in 1998 and is headquartered in Houston, TX.",Energy
AGNICO EAGLE MINES LTD,AEM,"Agnico Eagle Mines Ltd. engages in the exploration and production of gold. It operates through the following segments: Northern Business, Southern Business, and Exploration. The Northern Business segment comprises of LaRonde mine, LaRonde Zone 5 mine, Lapa mine, Goldex mine, Meadowbank mine including the Amaruq deposit, Canadian Malartic joint operation, Meliadine project and Kittila mine. The Southern Business segment consists of Pinos Altos mine, Creston Mascota mine, and La India mine. The Exploration segment represents the exploration offices in the United States, Europe, Canada, and Latin America. The company was founded by Paul Penna in 1957 and is headquartered in Toronto, Canada.",Materials
MATTEL INC,MAT,"Mattel, Inc. engages in the ownership of children's and family entertainment franchises. It operates through the following segments: North America, International, and American Girl. The North America and International segments focus on marketing and selling toys and consumer products. The American Girl segment includes marketing, retailing, and publishing dedicated to its mission to help girls grow up with confidence and character. The company was founded by Elliot Handler, Ruth Handler, and Harold Matson in 1945 and is headquartered in El Segundo, CA.",Consumer Discretionary
CANADIAN PACIFIC KANSAS CITY LTD,CP,"Canadian Pacific Kansas City Ltd. engages in the provision of rail freight transportation services. It offers rail services linking Canada, the United States and Mexico. The company was founded on June 22, 2001, and is headquartered in Calgary, Canada.",Industrials
BROOKFIELD INFRASTRUCTURE CORP,BIPC,"Brookfield Infrastructure Corp. engages in the ownership and operation of infrastructure assets through its subsidiaries. Its businesses include transportation, data infrastructure, and energy. It operates through the Brazil and United Kingdom geographical segments. The company was founded on August 30, 2019 and is headquartered in New York, NY.",Utilities
CACI INTERNATIONAL INC,CACI,"CACI International, Inc. operates as holding company, which engages in the provision of information solutions and services in support of national security missions and government transformation for intelligence, defense, and federal civilian customers. It operates through the Domestic Operations and International Operations segment. The Domestic Operations segment offers information solutions and services to U.S. federal government agencies, state and local governments, and commercial enterprises to different market areas, including business systems, command and control, communications, cyber security, enterprise information technology (IT), health, intelligence services, investigation and litigation support, logistics and material readiness, and surveillance and reconnaissance. The International Operations segment includes the provision of IT services and proprietary data and software products, serving commercial and government customers. CACI International was founded by Herb Karr and Harry Markowitz in July 1962 and is headquartered in Reston, VA.",Industrials
CADENCE DESIGN SYSTEMS INC,CDNS,"Cadence Design Systems, Inc. engages in the provision of design and development of integrated circuits and electronic devices. It operates through the following geographical segments: Americas, Asia, EMEA, and Japan. The company was founded by Alberto Sangiovanni-Vincentelli, Gudmundur A. Hjartarson, K. Bobby Chao, and K. Charles Janac in June 1988 and is headquartered in San Jose, CA.",Information Technology
IQVIA HOLDINGS INC,IQV,"IQVIA Holdings, Inc. engages in the provision of analytics, technology solutions, and clinical research services to the life sciences industry. It operates through the following segments: Technology and Analytics Solutions, Research and Development Solutions, and Contract Sales and Medical Solutions. The Technology and Analytics Solutions segment supplies mission critical information, technology solutions, and real-world solutions and services to the firm's life science clients. The Research and Development Solutions segment provides outsourced clinical research and clinical trial related services. The Contract Sales and Medical Solutions segment offers health care provider and patient engagement services to both biopharmaceutical customers and the healthcare market. The company was founded by Dennis B. Gillings and Gary Koch in 1982 and is headquartered in Durham, NC.",Health Care
SPROUTS FARMERS MARKET INC,SFM,"Sprouts Farmers Market, Inc. engages in the operation of healthy grocery stores. The firm specializes in fresh, natural and organic products. Its products include fresh produce, bulk foods, vitamins and supplements, grocery, meat and seafood, deli, bakery, dairy, frozen foods, body care and natural household items. The company was founded by Stan Boney, Shon Alexander Boney, and Kevin K. Easler on July 11, 2002 and is headquartered in Phoenix, AZ.",Consumer Staples
NESTLE SA,NSRGY,"Nestlé SA is a nutrition, health, and wellness company, which engages in the business of manufacturing, supplying, and producing prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods, and cereals. It operates through the following segments: Zone North America; Zone Europe; Zone Asia, Oceania, and Africa; Zone Latin America; Zone Greater China; Nestlé Health Science; and Nespresso. The company was founded by Henri Nestlé in 1866 and is headquartered in Vevey, Switzerland.",Consumer Staples
APA CORP,APA,"APA Corp. explores for oil and natural gas through its subsidiaries. It produces oil and gas with operations in the United States, Egypt and the United Kingdom, and exploration activities offshore in Suriname. The company was founded in 1954 and is headquartered in Houston, TX.",Energy
ROBLOX CORP,RBLX,"Roblox Corp. engages in the provision of online gaming services. Its platform consists of Roblox Client, Roblox Studio, and Roblox Cloud. Roblox Client is an application that allows users to explore 3D digital worlds. Roblox Studio is the toolset that allows developers and creators to build, publish, and operate 3D experiences and other content accessed with Roblox Client. Roblox Cloud includes the services and infrastructure that power the human co-experience platforms. The company was founded by Erik Cassel and David B. Baszucki in March 2004 and is headquartered in San Mateo, CA.",Communication Services
DAVITA INC,DVA,"DaVita, Inc. engages in the provision of medical care services. It operates through the following two segments: US Dialysis and Related Lab Services, and Other-Ancillary Services and Strategic Initiatives. The US Dialysis and Related Lab Services segment offers kidney dialysis services in the United States for patients suffering from chronic kidney failure. The Other-Ancillary Services and Strategic Initiatives segment consist primarily of pharmacy services, disease management services, vascular access services, clinical research programs, physician services, direct primary care, end stage renal disease seamless care organizations, and comprehensive care. The company was founded in 1994 and is headquartered in Denver, CO.",Health Care
TRAVELERS COS INC,TRV,"The Travelers Cos., Inc. is a holding company, which engages in the provision of commercial and personal property and casualty insurance products and services. It operates through the following business segments: Business Insurance, Bond and Specialty Insurance, and Personal Insurance. The Business Insurance segment offers an array of property and casualty insurance, and insurance related services to its customers primarily in the U.S., as well as in Canada, the United Kingdom, the Republic of Ireland and throughout other parts of the world as a corporate member of Lloyd's. The Bond and Specialty Insurance segment includes surety, fidelity, management liability, professional liability, and other property and casualty coverage and related risk management services. The Personal Insurance segment is involved in a range of property and casualty insurance products and services covering individuals' personal risks, primarily in the U.S. and Canada. The company was founded in 1853 and is headquartered in New York, NY.",Financials
BROOKFIELD CORP,BN,"Brookfield Corp. engages in the management of public and private investment products and services. It operates through the following business segments: Asset Management, Renewable Power and Transition, Infrastructure, Private Equity, Real Estate and Other Alternatives. The Renewable Power and Transition segment involves the provision of hydro, wind, utility-scale solar, distributed generation, storage, and other technologies. The Infrastructure segment includes the operation of assets in the utilities, transport, midstream, and data sectors. The Private Equity segment focuses on acquiring businesses with barriers entering an industry. The company was founded in 1899 and is headquartered in Toronto, Canada.",Financials
IONQ INC,IONQ,"IonQ, Inc. develops and manufactures quantum computers. The firm specializes in quantum computing and quantum information processing. The company was founded by Christopher Monroe and Jung Sang Kim in 2015 and is headquartered in College Park, MD.",Information Technology
LEIDOS HOLDINGS INC,LDOS,"Leidos Holdings, Inc. engages in providing services and solutions in the defense, intelligence, civil and health markets. It operates through the following three segments: Defense Solutions, Civil, and Health. The Defense Solutions segment provides services, solutions, and products focusing on digital modernization, mission systems and integration, command, control, computers, communications, intelligence, surveillance and reconnaissance technologies and services, maritime solutions, transformative software, analytics, intelligence analysis, mission support and logistics services, weapons systems and space systems and solutions. The Civil segment focuses on modernizing infrastructure, systems, and security. The Health segment offers solutions to federal and commercial customers that are responsible for the health and wellbeing of people worldwide including service members and veterans. The company was founded by John Robert Beyster on February 3, 1969 and is headquartered in Reston, VA.",Industrials
NOVO NORDISK AS,NOVO.B,"Novo Nordisk A/S is a global healthcare company, which engages in the discovery, development, manufacturing and marketing of pharmaceutical products. It operates through the Diabetes and Obesity Care, and Rare Disease segments. The Diabetes and Obesity Care segment includes diabetes, obesity, cardiovascular, and emerging therapy areas. The Rare Disease segment refers to rare blood disorders, rare endocrine disorders, and hormone replacement therapy. The company was founded by Harald Pedersen and Thorvald Pedersen in 1923 is headquartered in Bagsværd, Denmark.",Health Care
BROADRIDGE FINANCIAL SOLUTIONS INC,BR,"Broadridge Financial Solutions, Inc. engages in the provision of investor communications and technology solutions to banks, broker-dealers, mutual funds, and corporate issuers. It operates through the following segments: Investor Communication Solutions and Global Technology and Operations. The Investor Communication Solutions segment offers services for broker-dealer investor communication, customer communication, corporate issuer, advisor solutions, and mutual fund and retirement solutions. The Global Technology and Operations segment includes middle and back-office securities processing solutions, automation services, and business process outsourcing services. The company was founded in 1962 and is headquartered in Lake Success, NY.",Industrials
FORTIS INC,FTS,"Fortis, Inc. is a holding company, which engages in the electric and gas utility industry. It operates through the Regulated Utilities and Non-Regulated segments. The Regulated Utilities segment includes ITC Holdings, UNS Energy Corporation, Central Hudson, FortisBC Energy, Fortis Alberta, FortisBC Electric, and Other Electric. The Non-Regulated segment focuses on energy infrastructure and corporate and other. The company was founded in 1885 and is headquartered in St. John's, Canada.",Utilities
OPEN TEXT CORP,OTEX,"Open Text Corp. engages in the design, development, marketing and sales of enterprise information management software and solutions. It includes customer experience management (CEM), digital process automation, business network, and enterprise content management, discovery, security, and artificial intelligence (AI) and analytics solutions. It also offers consulting, managed, and learning services. The company was founded on June 26, 1991 and is headquartered in Waterloo, Canada.",Information Technology
REPUBLIC SERVICES INC,RSG,"Republic Services, Inc. engages in the provision of environmental services. It operates through the following segments: Group 1, Group 2, and Group 3. The Group 1 segment focuses on the business of recycling and solid waste in geographic areas located in western United States. The Group 2 segment includes the recycling and solid waste business in geographic areas located in the southeastern and mid-western and the eastern seaboard of the United States. The Group 3 segment includes environmental solutions business in geographic areas located across the United States and Canada. The company was founded in 1996 and is headquartered in Phoenix, AZ.",Industrials
STERLING INFRASTRUCTURE INC,STRL,"Sterling Infrastructure, Inc. engages in the provision of construction solutions. It operates through the following segments: Transportation Solutions, E-Infrastructure Solutions, and Building Solutions. The Transportation Solutions segment includes infrastructure and rehabilitation projects for highways, roads, bridges, airports, ports, light rail, water, wastewater, and storm drainage systems. The E-Infrastructure Solutions projects develop advanced, large-scale site development systems and services for data centers, e-commerce distribution centers, warehousing, transportation, energy, and more. The Building Solutions segment projects include residential and commercial concrete foundations for single-family and multi-family homes, parking structures, elevated slabs, and other concrete work. The company was founded in 1955 and is headquartered in The Woodlands, TX.",Industrials
PNC FINANCIAL SERVICES GROUP INC,PNC,"The PNC Financial Services Group, Inc. is a holding company, which engages in the provision of financial services. It operates through the following segments: Retail Banking, Corporate and Institutional Banking, Asset Management Group, and Other. The Retail Banking segment offers deposit, lending, brokerage, investment management, and cash management products and services to consumer and small business customers. The Corporate and Institutional segment covers the lending, treasury management, and capital markets-related products and services to mid-sized and large corporations, government, and not-for-profit entities. The Asset Management Group segment includes personal wealth management for high net worth and ultra-high net worth clients and institutional asset management. The company was founded in 1983 and is headquartered in Pittsburgh, PA.",Financials
ROCKWELL AUTOMATION INC,ROK,"Rockwell Automation, Inc. engages in the provision of industrial automation and information services. It operates through the following segments: Intelligent Devices, Software and Control, and Lifecycle Services. The Intelligent Devices segment combines a portfolio of smart products that create the foundation of an agile, resilient, and sustainable production system. The Software and Control segment contains a portfolio of production automation and production operations platforms, including hardware and software. The Lifecycle Services segment offers a portfolio of professionally delivered services and value-added solutions. The company was founded by Lynde Bradley and Stanton Allen in 1903 and is headquartered in Milwaukee, WI.",Industrials
GENERAL MOTORS CO,GM,"General Motors Co. engages in the designing, manufacturing, and selling of trucks, crossovers, cars, and automobile parts, and in providing software-enabled services and subscriptions. It operates through the following segments: GMNA, GMI, Cruise, and GM Financial. The company was founded by William C. Durant on September 16, 1908 and is headquartered in Detroit, MI.",Consumer Discretionary
GENPACT LTD,G,"Genpact Ltd. engages in the business process management, outsourcing, shared services and information outsourcing. The company operates through the following segments: Banking, Capital Markets and Insurance (BCMI), Consumer Goods, Retail, Life Sciences, and Healthcare (CGRLH) and High Tech, Manufacturing, and Services (HMS). The BCMI segment provides application processing, collections and customer services, equipment and auto loan servicing, mortgage origination and servicing, risk management and compliance services, reporting and monitoring services, wealth management operations support, end-to-end information technology services, application development and maintenance, managed services, financial crimes support, and consulting. The CGRLH segment offers supply chain management, pricing and trade promotion management, order management, digital commerce, customer experience, and risk management. The HMS segment involves industry-specific solutions for the Industrial Internet of Things (IIoT), user experience, order and supply chain management, data engineering, digital content management, and risk management. The company was founded in 1997 by Pramod Bhasin and is headquartered in Hamilton, Bermuda.",Industrials
MONOLITHIC POWER SYSTEMS INC,MPWR,"Monolithic Power Systems, Inc. designs, develops, and markets integrated power semiconductor solutions and power delivery architectures for computing and storage, automotive, industrial, communications, and consumer applications markets. It offers direct current (DC) to DC integrated circuits (ICs) that are used to convert and control voltages of various electronic systems, such as portable electronic devices, wireless LAN access points, computers and notebooks, monitors, infotainment applications, and medical equipment. The Firm also provides lighting control ICs for backlighting that are used in systems, which provide the light source for LCD panels in notebook computers, monitors, car navigation systems, and televisions, as well as for general illumination products. The company was founded by Michael R. Hsing, and James C. Moyer on August 22, 1997, and is headquartered in Kirkland, WA.",Information Technology
ROCHE HOLDING AG,RHHBY,"Roche Holding AG is a research healthcare company. It operates through the Roche Pharmaceuticals and Diagnostics segments. The Roche Pharmaceutical division comprises the business segments, such as Roche Pharmaceuticals and Chuga. The Diagnostic division consists of the following four business areas: centralized and point of care solutions, molecular diagnostics, tissue diagnostics, and diabetes care. The company was founded by Fritz Hoffmann-La Roche on October 1, 1896 and is headquartered in Basel, Switzerland.",Health Care
WARNER BROS DISCOVERY INC,WBD,"Warner Bros. Discovery, Inc. is a premier global media and entertainment company, which engages in the provision of a differentiated portfolio of content, brands, and franchises across television, film, streaming, and gaming. It operates through the following segments: Studios, Networks, Direct-to-Consumer (DTC), and Corporate. The Studios segment includes producing and releasing feature films for initial exhibition in theaters, producing and initial licensing television programs to networks services as well as third parties, distributing films and television programs to various third party, internal television, and streaming services, distribution through the home entertainment market related consumer products, and themed experience licensing and interactive gaming. The Networks segment focuses on domestic and international television networks. The DTC segment is involved in premium pay-television and streaming services. The company was founded on June 17, 1985 and is headquartered in New York, NY.",Communication Services
CLOUDFLARE INC,NET,"Cloudflare, Inc. engages in the provision of cloud-based services to secure websites. It offers various products for performance and reliability, video streaming and delivery, advanced security, insights, Cloudflare for developers, domain registration, and Cloudflare marketplace. It operates through the United States and Rest of the World geographical segments. The company was founded by Matthew Prince, Michelle Zatlyn, and Lee Holloway in July 2009 and is headquartered in San Francisco, CA.",Information Technology
